# NR     X       Y     V    eV    I    eI    Ha   eHa   LgT eLgT   LgL eLgL  LgHa   EW   Mass Age LgMdot
1282 4139.55 3564.33 18.68 0.01 18.57 0.02 17.73 0.14  3.94 0.03  1.87 0.07 -1.06  -17.4 2.7  1.9 -6.59
1283 4140.29 1389.35 17.56 0.02 17.85 0.02 16.48 0.16  4.36 0.18  3.21 0.19 -0.46  -31.2 4.9  0.5 -6.43
1284 4141.27 3225.38 20.08 0.03 20.05 0.02 18.84 0.16  3.97 0.05  1.34 0.08 -1.39  -33.9 1.9 17.3 -7.10
1285 4141.68 2169.80 18.73 0.02 18.95 0.03 17.54 0.19  4.25 0.17  2.49 0.18 -0.87  -34.5 4.0  7.2 -6.89
1286 4142.24 1651.19 16.65 0.02 17.00 0.02 15.46 0.15  4.47 0.18  3.81 0.19 -0.03  -37.9 4.9  0.5 -5.91
1287 4143.26 4103.10 19.25 0.03 19.42 0.02 17.54 0.19  4.17 0.17  2.09 0.18 -0.80  -64.8 3.1 10.1 -6.75
1288 4147.59 3983.42 19.08 0.02 19.17 0.02 18.41 0.12  4.05 0.12  1.89 0.14 -1.39  -12.8 2.7 11.3 -7.14
1289 4151.38 2708.59 18.49 0.01 18.81 0.01 17.60 0.17  4.41 0.19  2.94 0.20 -0.95  -24.1 4.8  6.1 -7.13
1290 4152.79 3998.11 22.34 0.03 21.63 0.02 20.44 0.21  3.78 0.03  0.43 0.07 -2.03  -35.7 1.2 12.5 -7.59
1291 4154.69 1776.59 21.92 0.03 21.44 0.03 19.65 0.19  3.84 0.03  0.58 0.07 -1.64  -69.9 1.3 27.7 -7.31
1292 4160.77 3212.25 21.07 0.04 20.53 0.04 18.45 0.18  3.83 0.03  0.93 0.07 -1.14  -98.1 1.6  7.4 -6.67
1293 4163.02 3328.96 18.90 0.05 19.28 0.02 16.46 0.21  4.54 3.73  3.05 3.73 -0.32 -160.6 2.1  0.5 -6.36
1294 4166.47 2785.18 19.10 0.02 18.99 0.02 16.64 0.05  3.94 0.03  1.70 0.07 -0.40 -124.1 2.5  2.6 -5.96
1295 4167.94 1174.40 20.23 0.02 19.70 0.03 18.55 0.14  3.83 0.03  1.26 0.07 -1.29  -31.4 2.0  3.7 -6.76
1296 4168.84 2636.80 20.45 0.04 19.85 0.03 19.00 0.14  3.81 0.03  1.18 0.07 -1.54  -20.2 2.0  3.7 -7.01
1297 4169.56  502.40 20.16 0.04 19.86 0.05 17.45 0.19  3.89 0.03  1.27 0.07 -0.72 -141.4 1.8  5.5 -6.27
1298 4169.82 2655.08 18.56 0.02 18.76 0.03 17.60 0.16  4.22 0.17  2.47 0.18 -0.94  -24.8 4.0  7.3 -6.90
1299 4173.26 2979.28 20.08 0.06 19.96 0.04 19.18 0.16  3.93 0.04  1.30 0.07 -1.66  -15.5 1.9  6.1 -7.29
1300 4173.73 4120.07 19.78 0.02 19.63 0.02 18.84 0.14  3.93 0.03  1.42 0.07 -1.52  -15.6 2.1  4.2 -7.14
1301 4174.08 2307.75 18.37 0.03 18.58 0.03 17.66 0.15  4.23 0.18  2.58 0.19 -1.04  -16.5 4.3  6.6 -6.99
1302 4178.99 3880.27 20.01 0.09 19.42 0.03 16.78 0.19  3.82 0.04  1.35 0.07 -0.44 -179.0 2.2  2.7 -5.89
1303 4182.13 2627.46 20.77 0.06 20.18 0.03 17.70 0.17  3.81 0.03  1.05 0.07 -0.81 -152.8 1.7  5.4 -6.31
1304 4182.43 1152.82 19.04 0.03 19.20 0.02 17.38 0.18  4.17 0.17  2.17 0.18 -0.74  -60.9 3.3  9.3 -6.67
1305 4187.60 2459.10 18.97 0.04 19.34 0.04 17.00 0.25  4.54 3.73  3.02 3.73 -0.56  -97.9 2.1  0.5 -6.61
1306 4192.86 1849.96 17.90 0.07 18.46 0.03 14.90 0.19  4.54 3.73  3.44 3.73  0.33 -299.5 2.3  0.5 -5.55
1307 4197.87 2318.21 19.18 0.02 19.34 0.03 17.46 0.21  4.16 0.17  2.08 0.18 -0.77  -65.4 3.1 10.2 -6.68
1308 4198.89  478.02 21.73 0.05 21.32 0.03 19.82 0.18  3.86 0.03  0.65 0.07 -1.74  -49.5 1.4 27.8 -7.42
1309 4199.55 2714.40 19.11 0.02 19.16 0.02 17.36 0.17  4.02 0.09  1.81 0.11 -0.73  -65.0 2.6 11.9 -6.42
1310 4201.98 3054.17 19.30 0.09 19.46 0.03 17.45 0.22  4.15 0.22  2.03 0.22 -0.75  -76.5 3.0  9.9 -6.68
1311 4206.25 3223.17 18.21 0.01 18.49 0.02 17.42 0.10  4.35 0.17  2.92 0.18 -0.91  -19.8 4.8  5.6 -6.98
1312 4206.37 2947.49 19.46 0.02 19.68 0.01 18.24 0.20  4.26 0.17  2.21 0.18 -1.14  -36.3 3.4  9.8 -7.23
1313 4210.54 1944.26 21.43 0.02 21.12 0.03 20.01 0.19  3.88 0.03  0.76 0.07 -1.87  -30.3 1.5 25.2 -7.58
1314 4214.19 2602.58 17.81 0.02 18.13 0.03 16.54 0.18  4.42 0.19  3.24 0.20 -0.45  -41.6 4.9  0.5 -6.51
1315 4214.35 1770.47 18.86 0.04 17.89 0.03 16.48 0.18  3.71 0.02  1.89 0.06 -0.40  -53.3 3.4  0.1 -5.56
1316 4214.36 2242.95 17.98 0.02 18.14 0.02 17.13 0.13  4.16 0.16  2.57 0.17 -0.79  -19.6 4.2  6.3 -6.61
1317 4215.18 2869.56 21.61 0.04 19.84 0.04 18.72 0.21  3.59 0.02  1.15 0.06 -1.31  -45.8 0.8  0.0 -5.97
1318 4218.92 3541.27 19.16 0.03 18.75 0.02 17.02 0.18  3.86 0.03  1.68 0.07 -0.59  -66.1 2.6  2.0 -6.03
1319 4222.09  995.25 18.25 0.07 18.46 0.04 14.77 0.19  4.25 0.21  2.67 0.22  0.39 -417.1 4.4  5.9 -5.57
1320 4224.29 3886.96 20.35 0.03 19.99 0.03 18.91 0.13  3.87 0.03  1.20 0.07 -1.45  -27.8 1.8  5.7 -6.99
1321 4224.51 2013.25 18.69 0.02 18.68 0.03 18.06 0.15  3.97 0.05  1.90 0.08 -1.27  -11.7 2.7  2.2 -6.85
1322 4225.05 2186.25 19.39 0.07 19.80 0.03 16.72 0.24  4.54 3.73  2.85 3.73 -0.41 -206.4 2.0  0.5 -6.54
1323 4225.29 3573.29 18.99 0.06 19.23 0.04 16.41 0.19  4.28 0.21  2.46 0.21 -0.29 -173.3 3.9  7.4 -6.38
1324 4227.39 1388.21 22.30 0.03 21.75 0.02 19.96 0.18  3.82 0.03  0.44 0.07 -1.77  -70.7 1.2 31.3 -7.44
1325 4232.74 2817.58 20.57 0.06 20.20 0.04 19.19 0.20  3.87 0.03  1.11 0.07 -1.57  -25.5 1.7  6.2 -7.14
1326 4232.95 1738.08 17.78 0.02 18.09 0.03 16.53 0.16  4.41 0.19  3.22 0.20 -0.45  -39.8 4.9  0.5 -6.49
1327 4239.62 4080.02 19.84 0.02 19.64 0.01 18.96 0.14  3.91 0.03  1.39 0.07 -1.60  -13.5 2.0  4.4 -7.18
1328 4240.68 1520.82 19.10 0.03 18.47 0.03 17.22 0.18  3.80 0.03  1.72 0.07 -0.73  -38.0 3.1  1.1 -6.11
1329 4242.56 1175.09 18.92 0.02 19.07 0.02 17.89 0.17  4.15 0.16  2.16 0.17 -1.05  -26.7 3.2  9.2 -6.92
1330 4251.49 1404.41 18.95 0.03 19.20 0.04 17.39 0.21  4.30 0.19  2.51 0.20 -0.75  -57.8 4.1  7.3 -6.86
1331 4259.30 3118.76 18.84 0.01 18.88 0.02 17.89 0.14  4.01 0.08  1.90 0.10 -1.08  -21.9 2.7  2.6 -6.73
1332 4260.95 3644.20 18.91 0.08 18.01 0.06 15.65 0.18  3.73 0.03  1.85 0.07  0.01 -148.9 3.7  0.2 -5.25
1333 4269.56 3050.21 20.01 0.04 20.18 0.02 17.68 0.21  4.18 0.18  1.80 0.19 -0.81 -127.9 2.6 13.1 -6.83
1334 4271.02  588.72 25.20 0.09 23.64 0.03 22.59 0.15  3.62 0.02 -0.39 0.06 -2.87  -39.7 0.7  5.1 -8.32
1335 4273.26 4092.99 23.28 0.06 22.02 0.04 20.64 0.18  3.66 0.02  0.25 0.06 -2.06  -56.1 1.0  1.5 -7.40
1336 4277.04 2818.05 19.36 0.02 19.52 0.03 18.82 0.14  4.16 0.17  2.02 0.18 -1.60  -10.4 3.0 10.6 -7.54
1337 4281.49 3172.98 18.62 0.02 18.80 0.02 17.63 0.17  4.19 0.16  2.38 0.17 -0.96  -24.6 3.8  7.8 -6.87
1338 4297.56 1415.94 18.94 0.03 18.94 0.03 17.27 0.19  3.98 0.06  1.82 0.08 -0.70  -59.0 2.6  2.6 -6.32
1339 4299.85 3117.33 19.48 0.02 19.62 0.02 18.34 0.17  4.13 0.16  1.89 0.17 -1.21  -31.0 2.8 11.6 -7.11
1340 4301.54 3230.63 18.18 0.02 18.51 0.02 16.67 0.21  4.43 0.19  3.11 0.20 -0.46  -57.1 4.8  5.0 -6.61
1341 4303.04 2632.56 18.45 0.02 18.80 0.02 16.73 0.19  4.48 0.19  3.10 0.20 -0.47  -73.4 4.8  5.3 -6.71
1342 4326.12  742.53 18.70 0.03 19.08 0.02 17.53 0.18  4.54 3.73  3.12 3.73 -0.85  -37.9 2.1  0.5 -6.86
1343 4328.48  891.54 22.13 0.05 21.64 0.04 18.60 0.17  3.84 0.03  0.50 0.07 -1.16 -259.3 1.3 29.9 -6.84
1344 4334.94 3412.65 16.89 0.07 17.66 0.05 14.04 0.17  4.54 3.73  3.85 3.73  0.67 -258.6 2.5  0.4 -5.04
1345 4337.78 3300.19 18.56 0.04 18.78 0.04 16.27 0.20  4.26 0.19  2.59 0.20 -0.25 -125.2 4.3  6.6 -6.27
1346 4338.40  964.23 18.14 0.04 18.49 0.02 17.02 0.20  4.48 0.19  3.22 0.20 -0.66  -34.8 4.9  0.5 -6.84
1347 4343.31 1803.80 18.89 0.03 18.76 0.03 17.19 0.19  3.93 0.03  1.78 0.07 -0.69  -50.5 2.5  2.4 -6.21
1348 4347.88 3422.98 20.98 0.08 20.65 0.04 17.69 0.17  3.88 0.03  0.94 0.07 -0.79 -244.0 1.5 19.8 -6.42
1349 4348.79 2510.19 18.03 0.02 18.42 0.03 17.60 0.12  4.54 3.73  3.39 3.73 -1.11  -10.5 2.3  0.5 -7.01
1350 4350.08 3181.57 19.01 0.02 19.24 0.02 17.52 0.19  4.27 0.17  2.43 0.18 -0.82  -51.5 3.9  7.9 -6.89
1351 4354.54 3327.36 19.49 0.04 19.30 0.03 16.68 0.20  3.91 0.03  1.53 0.07 -0.40 -166.6 2.2  3.5 -5.96
1352 4358.29 2391.18 18.34 0.02 18.51 0.02 17.67 0.11  4.17 0.16  2.45 0.17 -1.08  -13.8 3.9  7.2 -6.94
1353 4362.49 2550.10 22.07 0.03 21.52 0.03 20.04 0.21  3.82 0.03  0.53 0.07 -1.83  -49.0 1.3 28.2 -7.48
1354 4365.44 3578.16 18.19 0.03 18.54 0.03 17.16 0.22  4.48 0.20  3.21 0.21 -0.74  -30.6 4.8  0.6 -6.93
1355 4368.07  959.96 17.93 0.04 18.28 0.02 15.83 0.19  4.47 0.19  3.28 0.20 -0.08 -110.5 4.9  0.5 -6.22
1356 4374.61 2280.83 18.27 0.02 18.43 0.03 17.30 0.14  4.16 0.17  2.45 0.18 -0.83  -24.1 3.9  7.1 -6.66
1357 4381.64 2776.15 18.15 0.01 18.57 0.03 17.64 0.12  4.54 3.73  3.35 3.73 -1.07  -13.2 2.3  0.5 -6.99
1358 4387.36 1862.71 22.15 0.08 21.10 0.04 18.23 0.18  3.70 0.03  0.60 0.07 -1.01 -259.8 1.5  1.3 -6.43
1359 4387.62 2808.16 18.70 0.02 18.87 0.03 16.85 0.19  4.18 0.17  2.33 0.18 -0.51  -76.1 3.6  8.1 -6.42
1360 4388.79 3880.22 21.75 0.04 20.80 0.04 19.38 0.19  3.72 0.03  0.73 0.07 -1.55  -53.8 1.8  1.4 -7.03
1361 4390.67 2754.71 18.82 0.02 18.38 0.03 17.80 0.10  3.85 0.03  1.82 0.07 -1.17  -11.3 3.0  1.3 -6.60
1362 4397.19 3936.68 19.15 0.02 19.37 0.02 18.23 0.19  4.26 0.17  2.34 0.18 -1.21  -23.0 3.6  8.6 -7.27
1363 4399.01 3252.40 20.37 0.06 19.70 0.03 17.76 0.20  3.79 0.04  1.21 0.07 -0.87  -88.5 2.1  2.7 -6.32
1364 4410.89 2738.63 19.98 0.03 19.35 0.03 18.23 0.15  3.80 0.03  1.37 0.07 -1.16  -31.4 2.3  2.2 -6.59
1365 4411.09 3643.29 18.95 0.02 19.30 0.02 18.28 0.12  4.48 0.19  2.90 0.20 -1.29  -16.7 4.5  6.0 -7.59
1366 4418.29 1693.48 19.10 0.03 18.92 0.02 18.10 0.14  3.92 0.03  1.69 0.07 -1.21  -17.0 2.4  2.5 -6.74
1367 4421.68 3867.74 18.63 0.02 18.90 0.02 17.47 0.17  4.33 0.17  2.70 0.18 -0.84  -34.6 4.5  6.2 -6.95
1368 4424.62 2845.22 19.23 0.02 19.30 0.02 18.29 0.19  4.03 0.11  1.79 0.12 -1.25  -21.3 2.5 12.0 -6.97
1369 4427.23 2747.37 17.34 0.02 17.68 0.02 16.32 0.16  4.46 0.18  3.50 0.19 -0.40  -29.7 4.9  5.0 -6.41
1370 4429.55 3653.37 19.07 0.02 19.13 0.02 17.50 0.17  4.03 0.10  1.84 0.12 -0.81  -51.8 2.7 11.4 -6.52
1371 4440.38 2197.93 18.62 0.03 18.17 0.03 17.21 0.12  3.85 0.03  1.90 0.07 -0.80  -23.3 3.2  1.1 -6.20
1372 4450.83 3299.58 19.54 0.04 19.66 0.04 17.24 0.17  4.10 0.16  1.81 0.17 -0.64 -123.0 2.6 11.9 -6.50
1373 4461.91 3949.62 23.51 0.08 22.61 0.04 20.22 0.15  3.73 0.03  0.01 0.07 -1.82 -153.5 1.0 16.8 -7.43
1374 4470.53 3356.45 19.05 0.04 19.30 0.03 17.15 0.20  4.31 0.19  2.49 0.20 -0.63  -85.9 4.0  7.5 -6.76
1375 4471.67 2523.13 22.30 0.05 21.94 0.04 19.01 0.20  3.87 0.03  0.42 0.07 -1.32 -234.2 1.2 32.2 -7.10
1376 4474.11 2940.06 18.57 0.02 18.58 0.03 16.98 0.17  3.98 0.06  1.97 0.09 -0.59  -54.4 2.8  2.0 -6.18
1377 4490.38 2599.77 18.17 0.03 18.78 0.04 16.49 0.19  4.54 3.73  3.34 3.73 -0.37  -76.2 2.2  0.5 -6.30
1378 4491.35 2853.24 18.12 0.02 18.41 0.02 17.58 0.12  4.36 0.18  2.98 0.19 -1.07  -12.2 4.8  0.6 -7.13
1379 4504.88 2455.11 18.52 0.03 18.83 0.03 16.41 0.19  4.41 0.20  2.94 0.21 -0.32 -109.3 4.8  5.8 -6.51
1380 4513.14 2112.18 18.85 0.06 19.19 0.03 16.83 0.18  4.46 0.19  2.91 0.20 -0.49 -101.2 4.9  6.8 -6.80
1381 4515.32 2473.96 18.27 0.03 18.50 0.03 16.40 0.18  4.28 0.18  2.73 0.19 -0.33  -80.4 4.5  5.9 -6.33
1382 4522.37 2310.72 19.75 0.06 20.00 0.04 17.12 0.24  4.31 0.20  2.21 0.21 -0.57 -186.2 3.4  9.8 -6.76
1383 4531.30 2766.68 21.96 0.04 21.62 0.03 19.90 0.19  3.88 0.03  0.55 0.07 -1.75  -65.4 1.3 31.2 -7.50
1384 4535.00 2610.33 18.47 0.02 18.98 0.02 17.86 0.19  4.54 3.73  3.22 3.73 -1.11  -17.4 2.2  0.5 -7.08
1385 4535.61 2209.98 18.30 0.03 18.63 0.03 17.12 0.17  4.44 0.19  3.08 0.20 -0.69  -36.9 4.7  5.2 -6.86
1386 4545.68 1568.04 18.51 0.04 17.68 0.03 16.16 0.18  3.75 0.03  1.99 0.07 -0.26  -56.9 4.3  0.3 -5.55
1387 4545.85 4156.55 21.43 0.03 20.66 0.02 19.98 0.19  3.76 0.03  0.81 0.07 -1.97  -16.2 1.7  4.5 -7.48
1388 4547.97 2196.43 18.67 0.04 18.98 0.04 16.67 0.17  4.40 0.21  2.86 0.22 -0.42  -97.6 4.7  6.1 -6.62
1389 4559.10 1774.20 21.04 0.09 19.76 0.02 18.71 0.19  3.65 0.02  1.15 0.06 -1.33  -37.0 1.1  0.1 -6.27
1390 4559.42 3139.47 21.40 0.04 21.06 0.02 19.46 0.19  3.88 0.03  0.78 0.07 -1.59  -56.2 1.5 24.3 -7.27
1391 4565.64 3239.23 19.01 0.04 19.32 0.04 16.75 0.22  4.40 0.21  2.72 0.21 -0.44 -128.3 4.5  6.6 -6.69
1392 4567.05 2804.94 19.20 0.03 18.87 0.03 17.94 0.17  3.88 0.03  1.66 0.07 -1.09  -22.5 2.5  2.4 -6.57
1393 4582.60 2529.94 18.09 0.04 18.20 0.04 15.69 0.22  4.08 0.16  2.35 0.17 -0.01 -134.9 3.7  7.5 -5.72
1394 4583.29 1620.58 17.62 0.04 17.01 0.02 15.84 0.17  3.81 0.03  2.31 0.07 -0.19  -33.6 4.7  0.3 -5.48
1395 4586.59 1887.34 17.87 0.02 18.00 0.03 17.18 0.14  4.11 0.16  2.51 0.17 -0.87  -14.5 4.1  6.4 -6.61
1396 4625.06 2186.94 18.95 0.04 19.32 0.03 17.24 0.19  4.50 0.25  2.94 0.26 -0.67  -73.3 4.7  6.5 -7.03
1397 4638.35 3714.81 18.22 0.02 18.56 0.02 16.72 0.17  4.46 0.18  3.15 0.19 -0.49  -55.7 4.9  5.0 -6.67
1398 4638.78 3228.67 18.72 0.04 19.02 0.03 16.64 0.17  4.39 0.20  2.81 0.20 -0.41 -106.7 4.6  6.2 -6.60
1399 4642.50 2782.82 20.49 0.04 20.41 0.03 18.29 0.19  3.95 0.04  1.15 0.07 -1.07  -99.0 1.8 20.7 -6.80
1400 4645.86 2557.69 19.41 0.04 19.48 0.03 17.51 0.17  4.04 0.13  1.74 0.14 -0.78  -76.3 2.5 12.8 -6.54
1401 4647.03 3766.23 19.98 0.05 19.81 0.02 17.92 0.21  3.92 0.03  1.34 0.07 -0.94  -75.0 1.9  4.9 -6.55
1402 4656.66 3035.73 18.79 0.02 18.94 0.03 17.24 0.23  4.14 0.16  2.19 0.17 -0.70  -53.7 3.3  8.9 -6.55
1403 4657.11 2274.44 18.11 0.04 18.18 0.03 16.01 0.19  4.04 0.12  2.25 0.13 -0.16  -96.0 3.3  1.5 -5.79
1404 4661.96 2927.12 18.73 0.02 18.74 0.03 17.80 0.08  3.98 0.06  1.90 0.09 -1.05  -21.6 2.7  2.4 -6.65
1405 4663.89 3763.82 18.41 0.02 18.58 0.02 17.06 0.19  4.17 0.17  2.42 0.18 -0.65  -41.6 3.9  7.5 -6.52
1406 4666.19 3096.19 18.44 0.02 18.79 0.03 17.69 0.17  4.46 0.18  3.08 0.19 -1.02  -19.4 4.8  5.3 -7.24
1407 4675.27 3669.97 18.45 0.03 18.83 0.02 17.06 0.21  4.54 3.73  3.22 3.73 -0.63  -50.5 2.2  0.5 -6.60
1408 4676.95 2542.45 19.56 0.06 19.01 0.03 16.85 0.18  3.82 0.03  1.53 0.07 -0.49 -107.3 2.4  2.2 -5.91
1409 4681.84 2937.57 19.29 0.04 19.64 0.03 17.35 0.18  4.47 0.20  2.75 0.20 -0.70  -93.7 4.3  6.5 -7.06
1410 4685.07 3605.81 19.81 0.08 19.94 0.04 16.92 0.21  4.12 0.20  1.74 0.21 -0.49 -226.3 2.5 12.6 -6.40
1411 4704.10 2774.83 18.50 0.02 18.81 0.03 17.00 0.18  4.41 0.19  2.93 0.20 -0.60  -55.4 4.8  5.8 -6.78
1412 4704.69 2185.31 19.25 0.06 19.66 0.04 16.70 0.21  4.54 3.73  2.91 3.73 -0.41 -181.5 2.1  0.5 -6.51
1413 4707.00 3156.12 19.29 0.02 19.40 0.03 18.16 0.15  4.09 0.15  1.89 0.16 -1.14  -29.8 2.7 11.3 -6.96
1414 4708.97 2843.60 19.85 0.05 19.64 0.03 18.03 0.16  3.91 0.03  1.39 0.07 -1.01  -56.0 2.0  4.4 -6.59
1415 4732.33 2256.45 18.63 0.02 18.98 0.02 17.99 0.14  4.48 0.19  3.03 0.20 -1.18  -15.9 4.7  5.5 -7.44
1416 4737.20 2213.99 19.01 0.03 18.98 0.04 18.40 0.14  3.97 0.05  1.77 0.08 -1.42  -11.0 2.5  2.6 -7.02
1417 4751.42 2630.99 20.93 0.04 20.19 0.03 19.19 0.19  3.77 0.03  1.00 0.07 -1.56  -27.6 1.9  3.4 -7.04
1418 4763.29 3241.07 20.70 0.03 20.57 0.03 19.44 0.20  3.93 0.03  1.05 0.07 -1.66  -28.2 1.7 21.1 -7.37
1419 4769.62 3180.90 19.09 0.05 19.32 0.03 16.30 0.17  4.26 0.19  2.37 0.20 -0.24 -209.7 3.7  8.1 -6.31
1420 4777.21 2576.13 18.86 0.04 19.29 0.03 17.85 0.17  4.54 3.73  3.06 3.73 -1.01  -31.2 2.1  0.5 -7.05
1421 4785.42 3733.48 19.80 0.02 19.64 0.02 18.77 0.16  3.92 0.03  1.41 0.07 -1.47  -18.1 2.0  4.4 -7.06
1422 4796.51 3405.08 21.95 0.03 21.33 0.03 20.31 0.19  3.80 0.03  0.58 0.07 -2.01  -27.2 1.3 13.0 -7.59
1423 4797.13 2677.71 20.57 0.04 20.26 0.04 18.66 0.19  3.89 0.03  1.11 0.07 -1.26  -57.4 1.7  6.7 -6.86
1424 4823.74 4062.12 20.66 0.03 20.65 0.02 19.05 0.18  3.98 0.06  1.12 0.08 -1.42  -55.1 1.8 21.3 -7.21
1425 4827.88 3482.08 21.06 0.03 20.41 0.03 19.22 0.17  3.80 0.03  0.94 0.07 -1.54  -35.0 1.7  5.5 -7.05
1426 4834.11 2890.92 19.07 0.04 19.26 0.03 17.78 0.21  4.22 0.18  2.27 0.19 -0.95  -39.8 3.5  8.8 -6.94
1427 4836.80 2959.57 19.44 0.06 19.40 0.04 16.34 0.19  3.96 0.05  1.59 0.08 -0.25 -264.8 2.2  4.0 -5.88
1428 4844.47 3501.77 18.85 0.01 18.99 0.02 18.27 0.12  4.12 0.16  2.13 0.17 -1.35  -11.6 3.2  9.2 -7.19
1429 4851.02 2739.60 18.16 0.04 17.86 0.04 16.55 0.17  3.89 0.03  2.07 0.07 -0.46  -39.8 3.3  1.0 -5.87
1430 4889.92 3270.74 19.06 0.03 19.25 0.03 17.68 0.17  4.21 0.17  2.26 0.18 -0.89  -44.7 3.4  8.9 -6.88
1431 4907.04 2948.99 19.73 0.04 20.13 0.04 18.79 0.18  4.54 3.73  2.71 3.73 -1.40  -27.7 2.0  0.5 -7.59
1432 4911.94 4104.39 22.05 0.03 21.54 0.03 20.54 0.21  3.83 0.03  0.53 0.07 -2.12  -24.7 1.3 28.3 -7.78
1433 4918.02 3640.65 19.10 0.03 19.39 0.03 16.96 0.18  4.37 0.19  2.61 0.20 -0.53 -113.3 4.3  7.1 -6.75
1434 4926.65 3598.81 19.52 0.02 19.59 0.02 18.28 0.20  4.03 0.11  1.68 0.12 -1.17  -33.9 2.4 13.7 -6.93
1435 4929.67 3213.92 19.64 0.02 19.76 0.03 18.78 0.19  4.10 0.15  1.76 0.16 -1.46  -19.6 2.5 12.6 -7.32
1436 4972.40 3196.84 19.31 0.03 19.56 0.03 18.78 0.14  4.30 0.18  2.38 0.19 -1.56  -11.5 3.7  8.5 -7.71
1437 4979.83 3258.39 22.78 0.06 22.05 0.04 20.57 0.20  3.77 0.03  0.26 0.07 -2.03  -52.4 1.1 23.8 -7.64
1438 4981.85 3866.55 21.08 0.02 20.80 0.02 19.67 0.19  3.89 0.03  0.90 0.07 -1.73  -31.3 1.6 23.5 -7.41
1439 5003.36 3265.50 17.62 0.02 18.20 0.02 16.50 0.16  4.54 3.73  3.56 3.73 -0.44  -38.4 2.3  0.5 -6.28
1440 5059.65 3853.22 19.56 0.02 19.71 0.02 18.91 0.15  4.14 0.16  1.90 0.17 -1.58  -13.5 2.8 11.5 -7.51
1441 5115.74 3992.27 22.63 0.04 21.48 0.04 20.31 0.17  3.68 0.02  0.46 0.06 -1.96  -41.3 1.2  1.2 -7.32
